#Otip_chr	start	end	meanCov
Otip_I	910000	919999	226.5101
Otip_I	920000	929999	223.6467
Otip_I	930000	939999	236.2829
Otip_I	940000	949999	244.1903
Otip_I	950000	959999	217.367
Otip_I	960000	969999	227.1491
Otip_I	970000	979999	205.2768
Otip_I	980000	989999	213.0375
Otip_I	990000	999999	221.6758
Otip_I	1000000	1009999	198.972
Otip_I	1010000	1019999	221.1481
Otip_I	1020000	1029999	212.713
Otip_I	1030000	1039999	204.3634
Otip_I	1040000	1049999	207.3062
Otip_I	1050000	1059999	220.4638
Otip_I	1060000	1069999	200.2174
Otip_I	1070000	1079999	216.4724
Otip_I	1080000	1089999	227.0732
Otip_I	1090000	1099999	234.327
Otip_I	1100000	1109999	214.893
Otip_I	1110000	1119999	224.1695
Otip_I	1120000	1129999	219.6752
Otip_I	1130000	1139999	223.4371
Otip_I	1140000	1149999	211.973
Otip_I	1150000	1159999	209.829
Otip_I	1160000	1169999	231.0741
Otip_I	1170000	1179999	223.2186
Otip_I	1180000	1189999	217.9458
Otip_I	1190000	1199999	208.1066
Otip_I	1200000	1209999	207.172
Otip_I	1210000	1219999	206.8442
Otip_I	1220000	1229999	202.7543
Otip_I	1230000	1239999	197.4759
Otip_I	1240000	1249999	199.7216
Otip_I	1250000	1259999	222.6327
Otip_I	1260000	1269999	216.612
Otip_I	1270000	1279999	218.2747
Otip_I	1280000	1289999	226.0345
Otip_I	1290000	1299999	224.773
Otip_I	1300000	1309999	192.6831
Otip_I	1310000	1319999	214.8431
Otip_I	1320000	1329999	207.361
Otip_I	1330000	1339999	214.4568
Otip_I	1340000	1349999	215.5599
Otip_I	1350000	1359999	222.9632
Otip_I	1360000	1369999	218.2481
Otip_I	1370000	1379999	208.3362
Otip_I	1380000	1389999	205.2363
Otip_I	1390000	1399999	206.5781
Otip_I	1400000	1409999	221.1619
Otip_I	1410000	1419999	221.7331
Otip_I	1420000	1429999	228.5532
Otip_I	1430000	1439999	228.8788
Otip_I	1440000	1449999	238.8122
Otip_I	1450000	1459999	220.7493
Otip_I	1460000	1469999	203.7599
Otip_I	1470000	1479999	204.2397
Otip_I	1480000	1489999	195.3722
Otip_I	1490000	1499999	195.86
Otip_I	1500000	1509999	201.4003
Otip_I	1510000	1519999	204.8931
Otip_I	1520000	1529999	221.8623
Otip_I	1530000	1539999	210.165
Otip_I	1540000	1549999	208.5618
Otip_I	1550000	1559999	192.4566
Otip_I	1560000	1569999	194.2205
Otip_I	1570000	1579999	189.3599
Otip_I	1580000	1589999	184.5693
Otip_I	1590000	1599999	205.4555
Otip_I	1600000	1609999	181.1337
Otip_I	1610000	1619999	210.5154
Otip_I	1620000	1629999	222.4535
Otip_I	1630000	1639999	206.9846
Otip_I	1640000	1649999	208.0618
Otip_I	1650000	1659999	193.9156
Otip_I	1660000	1669999	222.8461
Otip_I	1670000	1679999	217.6277
Otip_I	1680000	1689999	216.9795
Otip_I	1690000	1699999	209.2908
Otip_I	1700000	1709999	205.2199
Otip_I	1710000	1719999	193.0685
Otip_I	1720000	1729999	201.6724
Otip_I	1730000	1739999	191.2368
Otip_I	1740000	1749999	200.106
Otip_I	1750000	1759999	190.997
Otip_I	1760000	1769999	216.0802
Otip_I	1770000	1779999	231.1904
Otip_I	1780000	1789999	210.0797
Otip_I	1790000	1799999	229.2695
Otip_I	1800000	1809999	201.6761
Otip_I	1810000	1819999	212.3584
Otip_I	1820000	1829999	203.39
Otip_I	1830000	1839999	209.961
Otip_I	1840000	1849999	231.0729
Otip_I	1850000	1859999	223.9744
Otip_I	1860000	1869999	211.5467
Otip_I	1870000	1879999	219.1466
Otip_I	1880000	1889999	218.7166
Otip_I	1890000	1899999	210.8625
Otip_I	1900000	1909999	215.1498
Otip_I	1910000	1919999	217.2975
Otip_I	1920000	1929999	195.9259
Otip_I	1930000	1939999	204.1216
Otip_I	1940000	1949999	182.8481
Otip_I	1950000	1959999	214.6235
Otip_I	1960000	1969999	206.05
Otip_I	1970000	1979999	190.3599
Otip_I	1980000	1989999	215.7164
Otip_I	1990000	1999999	242.4147
Otip_I	2000000	2009999	201.4409
Otip_I	2010000	2019999	207.8164
Otip_I	2020000	2029999	192.6437
Otip_I	2030000	2039999	200.6135
Otip_I	2040000	2049999	209.5998
Otip_I	2050000	2059999	208.2212
Otip_I	2060000	2069999	197.2396
Otip_I	2070000	2079999	210.9495
Otip_I	2080000	2089999	218.0121
Otip_I	2090000	2099999	220.1196
Otip_I	2100000	2109999	226.5365
Otip_I	2110000	2119999	221.8218
Otip_I	2120000	2129999	211.7348
Otip_I	2130000	2139999	208.2723
Otip_I	2140000	2149999	196.5036
Otip_I	2150000	2159999	219.8244
Otip_I	2160000	2169999	215.5127
Otip_I	2170000	2179999	194.6085
Otip_I	2180000	2189999	204.4778
Otip_I	2190000	2199999	228.9733
Otip_I	2200000	2209999	221.5572
Otip_I	2210000	2219999	204.8481
Otip_I	2220000	2229999	204.2538
Otip_I	2230000	2239999	211.1566
Otip_I	2240000	2249999	201.3473
Otip_I	2250000	2259999	188.1699
Otip_I	2260000	2269999	208.8941
Otip_I	2270000	2279999	210.2907
Otip_I	2280000	2289999	225.0951
Otip_I	2290000	2299999	206.8028
Otip_I	2300000	2309999	198.6064
Otip_I	2310000	2319999	217.4343
Otip_I	2320000	2329999	211.7117
Otip_I	2330000	2339999	215.0218
Otip_I	2340000	2349999	208.1812
Otip_I	2350000	2359999	210.479
Otip_I	2360000	2369999	201.8258
Otip_I	2370000	2379999	199.8147
Otip_I	2380000	2389999	212.4093
Otip_I	2390000	2399999	206.9815
Otip_I	2400000	2409999	206.6068
Otip_I	2410000	2419999	216.5527
Otip_I	2420000	2429999	215.9324
Otip_I	2430000	2439999	213.6856
Otip_I	2440000	2449999	211.4814
Otip_I	2450000	2459999	215.9107
Otip_I	2460000	2469999	212.5814
Otip_I	2470000	2479999	207.6718
Otip_I	2480000	2489999	201.4465
Otip_I	2490000	2499999	206.9615
Otip_I	2500000	2509999	235.0488
Otip_I	2510000	2519999	214.5458
Otip_I	2520000	2529999	203.486
Otip_I	2530000	2539999	197.9295
Otip_I	2540000	2549999	222.8442
Otip_I	2550000	2559999	210.8078
Otip_I	2560000	2569999	214.8691
Otip_I	2570000	2579999	198.9966
Otip_I	2580000	2589999	201.2068
Otip_I	2590000	2599999	207.5737
Otip_I	2600000	2609999	212.6787
Otip_I	2610000	2619999	219.9736
Otip_I	2620000	2629999	190.4945
Otip_I	2630000	2639999	205.842
Otip_I	2640000	2649999	223.7248
Otip_I	2650000	2659999	225.5225
Otip_I	2660000	2669999	217.9346
Otip_I	2670000	2679999	200.8887
Otip_I	2680000	2689999	224.0518
Otip_I	2690000	2699999	218.3915
Otip_I	2700000	2709999	204.3388
Otip_I	2710000	2719999	225.7649
Otip_I	2720000	2729999	209.0472
Otip_I	2730000	2739999	202.7187
Otip_I	2740000	2749999	200.2288
Otip_I	2750000	2759999	210.2856
Otip_I	2760000	2769999	195.3096
Otip_I	2770000	2779999	192.9367
Otip_I	2780000	2789999	209.0878
Otip_I	2790000	2799999	215.2775
Otip_I	2800000	2809999	214.4536
Otip_I	2810000	2819999	195.5827
Otip_I	2820000	2829999	195.8409
Otip_I	2830000	2839999	201.7153
Otip_I	2840000	2849999	213.2029
Otip_I	2850000	2859999	199.4183
Otip_I	2860000	2869999	200.0563
Otip_I	2870000	2879999	210.7894
Otip_I	2880000	2889999	221.5571
Otip_I	2890000	2899999	204.4816
Otip_I	2900000	2909999	208.0949
Otip_I	2910000	2919999	214.049
Otip_I	2920000	2929999	211.8696
Otip_I	2930000	2939999	210.8183
Otip_I	2940000	2949999	204.8771
Otip_I	2950000	2959999	202.76
Otip_I	2960000	2969999	204.8263
Otip_I	2970000	2979999	226.9135
Otip_I	2980000	2989999	209.6373
Otip_I	2990000	2999999	218.3375
Otip_I	3000000	3009999	221.1394
Otip_I	3010000	3019999	205.9088
Otip_I	3020000	3029999	198.8534
Otip_I	3030000	3039999	202.4541
Otip_I	3040000	3049999	201.5568
Otip_I	3050000	3059999	215.3278
Otip_I	3060000	3069999	207.6633
Otip_I	3070000	3079999	222.0843
Otip_I	3080000	3089999	205.5504
Otip_I	3090000	3099999	180.6514
Otip_I	3100000	3109999	217.6289
Otip_I	3110000	3119999	202.2025
Otip_I	3120000	3129999	193.4795
Otip_I	3130000	3139999	205.5443
Otip_I	3140000	3149999	219.38
Otip_I	3150000	3159999	211.2002
Otip_I	3160000	3169999	203.7233
Otip_I	3170000	3179999	199.4774
Otip_I	3180000	3189999	207.1344
Otip_I	3190000	3199999	207.893
Otip_I	3200000	3209999	198.083
Otip_I	3210000	3219999	195.7114
Otip_I	3220000	3229999	201.6797
Otip_I	3230000	3239999	196.2021
Otip_I	3240000	3249999	207.9189
Otip_I	3250000	3259999	208.7539
Otip_I	3260000	3269999	205.6645
Otip_I	3270000	3279999	205.7563
Otip_I	3280000	3289999	194.5123
Otip_I	3290000	3299999	198.7625
Otip_I	3300000	3309999	195.2573
Otip_I	3310000	3319999	191.9181
Otip_I	3320000	3329999	193.2817
Otip_I	3330000	3339999	181.5468
Otip_I	3340000	3349999	210.7063
Otip_I	3350000	3359999	205.4613
Otip_I	3360000	3369999	213.8379
Otip_I	3370000	3379999	216.9982
Otip_I	3380000	3389999	207.3135
Otip_I	3390000	3399999	195.958
Otip_I	3400000	3409999	211.8025
Otip_I	3410000	3419999	214.5841
Otip_I	3420000	3429999	217.3418
Otip_I	3430000	3439999	193.8614
Otip_I	3440000	3449999	185.3522
Otip_I	3450000	3459999	196.7018
Otip_I	3460000	3469999	212.4589
Otip_I	3470000	3479999	214.3836
Otip_I	3480000	3489999	213.0272
Otip_I	3490000	3499999	202.8414
Otip_I	3500000	3509999	203.4904
Otip_I	3510000	3519999	193.6698
Otip_I	3520000	3529999	194.8762
Otip_I	3530000	3539999	197.9364
Otip_I	3540000	3549999	195.2928
Otip_I	3550000	3559999	210.5907
Otip_I	3560000	3569999	206.6087
Otip_I	3570000	3579999	208.0838
Otip_I	3580000	3589999	203.8205
Otip_I	3590000	3599999	193.1343
Otip_I	3600000	3609999	198.89
Otip_I	3610000	3619999	214.73
Otip_I	3620000	3629999	199.5573
Otip_I	3630000	3639999	214.1078
Otip_I	3640000	3649999	196.104
Otip_I	3650000	3659999	192.7166
Otip_I	3660000	3669999	213.3292
Otip_I	3670000	3679999	219.3082
Otip_I	3680000	3689999	220.1303
Otip_I	3690000	3699999	221.3088
Otip_I	3700000	3709999	217.5291
Otip_I	3710000	3719999	204.8649
Otip_I	3720000	3729999	197.7621
Otip_I	3730000	3739999	211.3466
Otip_I	3740000	3749999	204.9967
Otip_I	3750000	3759999	196.7562
Otip_I	3760000	3769999	206.1569
Otip_I	3770000	3779999	206.3539
Otip_I	3780000	3789999	195.6495
Otip_I	3790000	3799999	202.3711
Otip_I	3800000	3809999	203.0771
Otip_I	3810000	3819999	205.3048
Otip_I	3820000	3829999	184.5462
Otip_I	3830000	3839999	196.8589
Otip_I	3840000	3849999	200.282
Otip_I	3850000	3859999	227.0424
Otip_I	3860000	3869999	224.2901
Otip_I	3870000	3879999	194.026
Otip_I	3880000	3889999	210.217
Otip_I	3890000	3899999	208.5464
Otip_I	3900000	3909999	211.7434
Otip_I	3910000	3919999	209.4267
Otip_I	3920000	3929999	222.9838
Otip_I	3930000	3939999	207.1538
Otip_I	3940000	3949999	194.7889
Otip_I	3950000	3959999	196.9499
Otip_I	3960000	3969999	216.6336
Otip_I	3970000	3979999	211.8139
Otip_I	3980000	3989999	212.5355
Otip_I	3990000	3999999	216.9999
Otip_I	4000000	4009999	205.6477
Otip_I	4010000	4019999	205.9079
Otip_I	4020000	4029999	202.3701
Otip_I	4030000	4039999	210.22
Otip_I	4040000	4049999	210.4024
Otip_I	4050000	4059999	201.9983
Otip_I	4060000	4069999	209.5281
Otip_I	4070000	4079999	199.2981
Otip_I	4080000	4089999	191.998
Otip_I	4090000	4099999	207.2519
Otip_I	4100000	4109999	210.7056
Otip_I	4110000	4119999	206.181
Otip_I	4120000	4129999	200.4532
Otip_I	4130000	4139999	191.6705
Otip_I	4140000	4149999	208.8737
Otip_I	4150000	4159999	193.2871
Otip_I	4160000	4169999	194.4571
Otip_I	4170000	4179999	204.9418
Otip_I	4180000	4189999	201.5087
Otip_I	4190000	4199999	223.4731
Otip_I	4200000	4209999	177.7824
Otip_I	4210000	4219999	194.2703
Otip_I	4220000	4229999	208.7117
Otip_I	4230000	4239999	211.4606
Otip_I	4240000	4249999	212.856
Otip_I	4250000	4259999	202.3403
Otip_I	4260000	4269999	208.8233
Otip_I	4270000	4279999	204.7294
Otip_I	4280000	4289999	207.8058
Otip_I	4290000	4299999	209.0887
Otip_I	4300000	4309999	200.8588
Otip_I	4310000	4319999	205.6269
Otip_I	4320000	4329999	217.7988
Otip_I	4330000	4339999	200.1373
Otip_I	4340000	4349999	202.0762
Otip_I	4350000	4359999	214.0672
Otip_I	4360000	4369999	212.2019
Otip_I	4370000	4379999	214.7731
Otip_I	4380000	4389999	206.7642
Otip_I	4390000	4399999	208.1945
Otip_I	4400000	4409999	214.3505
Otip_I	4410000	4419999	216.0689
Otip_I	4420000	4429999	231.311
Otip_I	4430000	4439999	212.4092
Otip_I	4440000	4449999	215.3594
Otip_I	4450000	4459999	199.7142
Otip_I	4460000	4469999	196.2792
Otip_I	4470000	4479999	210.14
Otip_I	4480000	4489999	207.252
Otip_I	4490000	4499999	210.7576
Otip_I	4500000	4509999	202.3052
Otip_I	4510000	4519999	214.8898
Otip_I	4520000	4529999	215.8525
Otip_I	4530000	4539999	186.8057
Otip_I	4540000	4549999	201.4904
Otip_I	4550000	4559999	212.2712
Otip_I	4560000	4569999	216.9895
Otip_I	4570000	4579999	200.0891
Otip_I	4580000	4589999	210.7094
Otip_I	4590000	4599999	202.8133
Otip_I	4600000	4609999	195.9191
Otip_I	4610000	4619999	206.5537
Otip_I	4620000	4629999	195.8999
Otip_I	4630000	4639999	202.9989
Otip_I	4640000	4649999	212.2861
Otip_I	4650000	4659999	202.4386
Otip_I	4660000	4669999	198.7306
Otip_I	4670000	4679999	206.7857
Otip_I	4680000	4689999	200.9858
Otip_I	4690000	4699999	190.7226
Otip_I	4700000	4709999	212.0508
Otip_I	4710000	4719999	219.3839
Otip_I	4720000	4729999	200.0701
Otip_I	4730000	4739999	193.0103
Otip_I	4740000	4749999	207.7975
Otip_I	4750000	4759999	195.4144
Otip_I	4760000	4769999	204.8837
Otip_I	4770000	4779999	209.588
Otip_I	4780000	4789999	203.3175
Otip_I	4790000	4799999	200.8566
Otip_I	4800000	4809999	212.6996
Otip_I	4810000	4819999	215.2445
Otip_I	4820000	4829999	214.753
Otip_I	4830000	4839999	218.6078
Otip_I	4840000	4849999	207.4852
Otip_I	4850000	4859999	196.3384
Otip_I	4860000	4869999	203.3034
Otip_I	4870000	4879999	202.4906
Otip_I	4880000	4889999	214.3074
Otip_I	4890000	4899999	203.6424
Otip_I	4900000	4909999	195.6059
Otip_I	4910000	4919999	189.3139
Otip_I	4920000	4929999	190.9063
Otip_I	4930000	4939999	205.9678
Otip_I	4940000	4949999	198.6041
Otip_I	4950000	4959999	217.8016
Otip_I	4960000	4969999	205.9311
Otip_I	4970000	4979999	224.4677
Otip_I	4980000	4989999	196.9632
Otip_I	4990000	4999999	189.7313
Otip_I	5000000	5009999	199.1897
Otip_I	5010000	5019999	207.6395
Otip_I	5020000	5029999	207.7079
Otip_I	5030000	5039999	205.8727
Otip_I	5040000	5049999	201.1365
Otip_I	5050000	5059999	192.8215
Otip_I	5060000	5069999	194.5145
Otip_I	5070000	5079999	196.363
Otip_I	5080000	5089999	204.3065
Otip_I	5090000	5099999	192.8645
Otip_I	5100000	5109999	201.2535
Otip_I	5110000	5119999	213.2456
Otip_I	5120000	5129999	196.0692
Otip_I	5130000	5139999	209.2924
Otip_I	5140000	5149999	208.6092
Otip_I	5150000	5159999	198.7699
Otip_I	5160000	5169999	207.451
Otip_I	5170000	5179999	196.6099
Otip_I	5180000	5189999	202.3523
Otip_I	5190000	5199999	208.3043
Otip_I	5200000	5209999	199.9458
Otip_I	5210000	5219999	194.2711
Otip_I	5220000	5229999	213.2306
Otip_I	5230000	5239999	217.6272
Otip_I	5240000	5249999	204.4011
Otip_I	5250000	5259999	202.2376
Otip_I	5260000	5269999	199.96190000000001
Otip_I	5270000	5279999	206.6562
Otip_I	5280000	5289999	185.7792
Otip_I	5290000	5299999	207.6828
Otip_I	5300000	5309999	211.0101
Otip_I	5310000	5319999	200.0282
Otip_I	5320000	5329999	221.9202
Otip_I	5330000	5339999	208.995
Otip_I	5340000	5349999	214.1857
Otip_I	5350000	5359999	212.8714
Otip_I	5360000	5369999	215.2375
Otip_I	5370000	5379999	210.8991
Otip_I	5380000	5389999	208.6093
Otip_I	5390000	5399999	207.962
Otip_I	5400000	5409999	210.2075
Otip_I	5410000	5419999	211.6573
Otip_I	5420000	5429999	220.3377
Otip_I	5430000	5439999	207.89940000000001
Otip_I	5440000	5449999	199.4667
Otip_I	5450000	5459999	209.9253
Otip_I	5460000	5469999	208.8368
Otip_I	5470000	5479999	195.6061
Otip_I	5480000	5489999	187.1394
Otip_I	5490000	5499999	207.836
Otip_I	5500000	5509999	199.4171
Otip_I	5510000	5519999	217.5413
Otip_I	5520000	5529999	214.119
Otip_I	5530000	5539999	198.6321
Otip_I	5540000	5549999	203.6361
Otip_I	5550000	5559999	212.1518
Otip_I	5560000	5569999	215.955
Otip_I	5570000	5579999	203.3992
Otip_I	5580000	5589999	197.6581
Otip_I	5590000	5599999	194.9363
Otip_I	5600000	5609999	208.1084
Otip_I	5610000	5619999	210.7627
Otip_I	5620000	5629999	198.7778
Otip_I	5630000	5639999	209.9878
Otip_I	5640000	5649999	219.9257
Otip_I	5650000	5659999	205.9602
Otip_I	5660000	5669999	214.8809
Otip_I	5670000	5679999	212.7633
Otip_I	5680000	5689999	217.0421
Otip_I	5690000	5699999	212.9063
Otip_I	5700000	5709999	211.1333
Otip_I	5710000	5719999	192.5801
Otip_I	5720000	5729999	205.0987
Otip_I	5730000	5739999	200.0756
Otip_I	5740000	5749999	189.5372
Otip_I	5750000	5759999	205.1987
Otip_I	5760000	5769999	211.3582
Otip_I	5770000	5779999	237.9006
Otip_I	5780000	5789999	246.0481
Otip_I	5790000	5799999	205.4864
Otip_I	5800000	5809999	199.8384
Otip_I	5810000	5819999	205.6564
Otip_I	5820000	5829999	201.8473
Otip_I	5830000	5839999	221.4438
Otip_I	5840000	5849999	213.0663
Otip_I	5850000	5859999	209.7113
Otip_I	5860000	5869999	199.3553
Otip_I	5870000	5879999	206.5813
Otip_I	5880000	5889999	199.2423
Otip_I	5890000	5899999	192.1799
Otip_I	5900000	5909999	203.0746
Otip_I	5910000	5919999	214.8993
Otip_I	5920000	5929999	219.4296
Otip_I	5930000	5939999	213.8102
Otip_I	5940000	5949999	201.4252
Otip_I	5950000	5959999	199.6465
Otip_I	5960000	5969999	215.5087
Otip_I	5970000	5979999	210.4317
Otip_I	5980000	5989999	190.54
Otip_I	5990000	5999999	208.4125
Otip_I	6000000	6009999	207.6977
Otip_I	6010000	6019999	212.5801
Otip_I	6020000	6029999	216.3744
Otip_I	6030000	6039999	202.1815
Otip_I	6040000	6049999	205.9652
Otip_I	6050000	6059999	214.0803
Otip_I	6060000	6069999	206.5687
Otip_I	6070000	6079999	203.3343
Otip_I	6080000	6089999	200.5763
Otip_I	6090000	6099999	211.1338
Otip_I	6100000	6109999	201.9116
Otip_I	6110000	6119999	208.9395
Otip_I	6120000	6129999	211.344
Otip_I	6130000	6139999	211.5162
Otip_I	6140000	6149999	200.3435
Otip_I	6150000	6159999	202.7673
Otip_I	6160000	6169999	215.9732
Otip_I	6170000	6179999	213.4085
Otip_I	6180000	6189999	228.3692
Otip_I	6190000	6199999	221.2572
Otip_I	6200000	6209999	208.0748
Otip_I	6210000	6219999	213.9779
Otip_I	6220000	6229999	205.8475
Otip_I	6230000	6239999	210.0512
Otip_I	6240000	6249999	204.6029
Otip_I	6250000	6259999	190.5208
Otip_I	6260000	6269999	205.7125
Otip_I	6270000	6279999	198.2093
Otip_I	6280000	6289999	205.1996
Otip_I	6290000	6299999	188.6807
Otip_I	6300000	6309999	211.7192
Otip_I	6310000	6319999	203.5554
Otip_I	6320000	6329999	204.213
Otip_I	6330000	6339999	187.3353
Otip_I	6340000	6349999	215.776
Otip_I	6350000	6359999	203.6191
Otip_I	6360000	6369999	203.3989
Otip_I	6370000	6379999	217.4298
Otip_I	6380000	6389999	207.2731
Otip_I	6390000	6399999	190.6894
Otip_I	6400000	6409999	200.7505
Otip_I	6410000	6419999	203.1122
Otip_I	6420000	6429999	210.8113
Otip_I	6430000	6439999	214.14
Otip_I	6440000	6449999	211.5074
Otip_I	6450000	6459999	213.7565
Otip_I	6460000	6469999	202.4781
Otip_I	6470000	6479999	190.9723
Otip_I	6480000	6489999	203.6695
Otip_I	6490000	6499999	211.5818
Otip_I	6500000	6509999	224.4838
Otip_I	6510000	6519999	221.2006
Otip_I	6520000	6529999	206.7839
Otip_I	6530000	6539999	209.0337
Otip_I	6540000	6549999	204.0183
Otip_I	6550000	6559999	215.5772
Otip_I	6560000	6569999	221.5243
Otip_I	6570000	6579999	212.489
Otip_I	6580000	6589999	211.1137
Otip_I	6590000	6599999	213.4953
Otip_I	6600000	6609999	221.0453
Otip_I	6610000	6619999	195.6701
Otip_I	6620000	6629999	202.0409
Otip_I	6630000	6639999	213.8109
Otip_I	6640000	6649999	207.9546
Otip_I	6650000	6659999	215.7494
Otip_I	6660000	6669999	204.3295
Otip_I	6670000	6679999	194.9158
Otip_I	6680000	6689999	214.2326
Otip_I	6690000	6699999	205.3435
Otip_I	6700000	6709999	213.3117
Otip_I	6710000	6719999	209.6372
Otip_I	6720000	6729999	200.1641
Otip_I	6730000	6739999	203.5964
Otip_I	6740000	6749999	218.9348
Otip_I	6750000	6759999	221.5921
Otip_I	6760000	6769999	196.2564
Otip_I	6770000	6779999	216.4627
Otip_I	6780000	6789999	200.7231
Otip_I	6790000	6799999	213.515
Otip_I	6800000	6809999	213.1141
Otip_I	6810000	6819999	210.3306
Otip_I	6820000	6829999	204.3429
Otip_I	6830000	6839999	194.1282
Otip_I	6840000	6849999	185.3598
Otip_I	6850000	6859999	185.2643
Otip_I	6860000	6869999	200.4278
Otip_I	6870000	6879999	192.396
Otip_I	6880000	6889999	202.4522
Otip_I	6890000	6899999	204.7829
Otip_I	6900000	6909999	193.8725
Otip_I	6910000	6919999	178.7765
Otip_I	6920000	6929999	205.8134
Otip_I	6930000	6939999	204.5987
Otip_I	6940000	6949999	195.0754
Otip_I	6950000	6959999	198.1724
Otip_I	6960000	6969999	205.5175
Otip_I	6970000	6979999	198.8142
Otip_I	6980000	6989999	200.3714
Otip_I	6990000	6999999	205.3137
Otip_I	7000000	7009999	216.674
Otip_I	7010000	7019999	203.6548
Otip_I	7020000	7029999	208.8415
Otip_I	7030000	7039999	213.9912
Otip_I	7040000	7049999	207.8749
Otip_I	7050000	7059999	217.2199
Otip_I	7060000	7069999	199.8328
Otip_I	7070000	7079999	207.5027
Otip_I	7080000	7089999	199.5714
Otip_I	7090000	7099999	205.4116
Otip_I	7100000	7109999	211.0642
Otip_I	7110000	7119999	211.8805
Otip_I	7120000	7129999	207.6983
Otip_I	7130000	7139999	212.4587
Otip_I	7140000	7149999	212.2718
Otip_I	7150000	7159999	209.1509
Otip_I	7160000	7169999	213.7166
Otip_I	7170000	7179999	197.9898
Otip_I	7180000	7189999	207.0466
Otip_I	7190000	7199999	219.9052
Otip_I	7200000	7209999	219.6545
Otip_I	7210000	7219999	196.6286
Otip_I	7220000	7229999	206.1189
Otip_I	7230000	7239999	212.0541
Otip_I	7240000	7249999	200.678
Otip_I	7250000	7259999	192.3918
Otip_I	7260000	7269999	192.0539
Otip_I	7270000	7279999	212.7201
Otip_I	7280000	7289999	213.0213
Otip_I	7290000	7299999	209.2167
Otip_I	7300000	7309999	197.5823
Otip_I	7310000	7319999	212.3241
Otip_I	7320000	7329999	209.964
Otip_I	7330000	7339999	198.8798
Otip_I	7340000	7349999	200.9051
Otip_I	7350000	7359999	213.4754
Otip_I	7360000	7369999	205.7462
Otip_I	7370000	7379999	213.4823
Otip_I	7380000	7389999	203.1627
Otip_I	7390000	7399999	210.4973
Otip_I	7400000	7409999	223.491
Otip_I	7410000	7419999	200.4302
Otip_I	7420000	7429999	199.5333
Otip_I	7430000	7439999	207.5156
Otip_I	7440000	7449999	217.0461
Otip_I	7450000	7459999	205.326
Otip_I	7460000	7469999	209.572
Otip_I	7470000	7479999	205.9645
Otip_I	7480000	7489999	207.9369
