#Otip_#seqencename	binstart	binend	count
Otip_III	2560000	2569999	1
Otip_III	2570000	2579999	0
Otip_III	2580000	2589999	1
Otip_III	2590000	2599999	1
Otip_III	2600000	2609999	1
Otip_III	2610000	2619999	2
Otip_III	2620000	2629999	1
Otip_III	2630000	2639999	2
Otip_III	2640000	2649999	2
Otip_III	2650000	2659999	5
Otip_III	2660000	2669999	0
Otip_III	2670000	2679999	2
Otip_III	2680000	2689999	2
Otip_III	2690000	2699999	0
Otip_III	2700000	2709999	1
Otip_III	2710000	2719999	4
Otip_III	2720000	2729999	3
Otip_III	2730000	2739999	2
Otip_III	2740000	2749999	1
Otip_III	2750000	2759999	2
Otip_III	2760000	2769999	0
Otip_III	2770000	2779999	0
Otip_III	2780000	2789999	1
Otip_III	2790000	2799999	1
Otip_III	2800000	2809999	1
Otip_III	2810000	2819999	2
Otip_III	2820000	2829999	1
Otip_III	2830000	2839999	1
Otip_III	2840000	2849999	1
Otip_III	2850000	2859999	4
Otip_III	2860000	2869999	3
Otip_III	2870000	2879999	2
Otip_III	2880000	2889999	1
Otip_III	2890000	2899999	0
Otip_III	2900000	2909999	2
Otip_III	2910000	2919999	1
Otip_III	2920000	2929999	5
Otip_III	2930000	2939999	1
Otip_III	2940000	2949999	6
Otip_III	2950000	2959999	1
Otip_III	2960000	2969999	3
Otip_III	2970000	2979999	1
Otip_III	2980000	2989999	1
Otip_III	2990000	2999999	3
Otip_III	3000000	3009999	0
Otip_III	3010000	3019999	3
Otip_III	3020000	3029999	2
Otip_III	3030000	3039999	1
Otip_III	3040000	3049999	3
Otip_III	3050000	3059999	2
Otip_III	3060000	3069999	1
Otip_III	3070000	3079999	3
Otip_III	3080000	3089999	3
Otip_III	3090000	3099999	2
Otip_III	3100000	3109999	3
Otip_III	3110000	3119999	0
Otip_III	3120000	3129999	1
Otip_III	3130000	3139999	2
Otip_III	3140000	3149999	4
Otip_III	3150000	3159999	1
Otip_III	3160000	3169999	3
Otip_III	3170000	3179999	1
Otip_III	3180000	3189999	2
Otip_III	3190000	3199999	1
Otip_III	3200000	3209999	0
Otip_III	3210000	3219999	0
Otip_III	3220000	3229999	1
Otip_III	3230000	3239999	4
Otip_III	3240000	3249999	2
Otip_III	3250000	3259999	1
Otip_III	3260000	3269999	1
Otip_III	3270000	3279999	6
Otip_III	3280000	3289999	1
Otip_III	3290000	3299999	2
Otip_III	3300000	3309999	2
Otip_III	3310000	3319999	0
Otip_III	3320000	3329999	1
Otip_III	3330000	3339999	3
Otip_III	3340000	3349999	2
Otip_III	3350000	3359999	2
Otip_III	3360000	3369999	1
Otip_III	3370000	3379999	1
Otip_III	3380000	3389999	1
Otip_III	3390000	3399999	1
Otip_III	3400000	3409999	1
Otip_III	3410000	3419999	5
Otip_III	3420000	3429999	2
Otip_III	3430000	3439999	1
Otip_III	3440000	3449999	0
Otip_III	3450000	3459999	1
Otip_III	3460000	3469999	0
Otip_III	3470000	3479999	4
Otip_III	3480000	3489999	1
Otip_III	3490000	3499999	3
Otip_III	3500000	3509999	2
Otip_III	3510000	3519999	1
Otip_III	3520000	3529999	1
Otip_III	3530000	3539999	2
Otip_III	3540000	3549999	1
Otip_III	3550000	3559999	2
Otip_III	3560000	3569999	0
Otip_III	3570000	3579999	1
Otip_III	3580000	3589999	1
Otip_III	3590000	3599999	3
Otip_III	3600000	3609999	2
Otip_III	3610000	3619999	4
Otip_III	3620000	3629999	1
Otip_III	3630000	3639999	3
Otip_III	3640000	3649999	0
Otip_III	3650000	3659999	2
Otip_III	3660000	3669999	1
Otip_III	3670000	3679999	1
Otip_III	3680000	3689999	2
Otip_III	3690000	3699999	1
Otip_III	3700000	3709999	0
Otip_III	3710000	3719999	2
Otip_III	3720000	3729999	4
Otip_III	3730000	3739999	1
Otip_III	3740000	3749999	5
Otip_III	3750000	3759999	1
Otip_III	3760000	3769999	1
Otip_III	3770000	3779999	1
Otip_III	3780000	3789999	2
Otip_III	3790000	3799999	2
Otip_III	3800000	3809999	2
Otip_III	3810000	3819999	2
Otip_III	3820000	3829999	2
Otip_III	3830000	3839999	3
Otip_III	3840000	3849999	1
Otip_III	3850000	3859999	0
Otip_III	3860000	3869999	1
Otip_III	3870000	3879999	2
Otip_III	3880000	3889999	1
Otip_III	3890000	3899999	2
Otip_III	3900000	3909999	2
Otip_III	3910000	3919999	0
Otip_III	3920000	3929999	0
Otip_III	3930000	3939999	3
Otip_III	3940000	3949999	1
Otip_III	3950000	3959999	3
Otip_III	3960000	3969999	3
Otip_III	3970000	3979999	1
Otip_III	3980000	3989999	2
Otip_III	3990000	3999999	1
Otip_III	4000000	4009999	0
Otip_III	4010000	4019999	3
Otip_III	4020000	4029999	1
Otip_III	4030000	4039999	1
Otip_III	4040000	4049999	1
Otip_III	4050000	4059999	6
Otip_III	4060000	4069999	1
Otip_III	4070000	4079999	4
Otip_III	4080000	4089999	0
Otip_III	4090000	4099999	0
Otip_III	4100000	4109999	0
Otip_III	4110000	4119999	3
Otip_III	4120000	4129999	3
Otip_III	4130000	4139999	3
Otip_III	4140000	4149999	2
Otip_III	4150000	4159999	0
Otip_III	4160000	4169999	0
Otip_III	4170000	4179999	3
Otip_III	4180000	4189999	2
Otip_III	4190000	4199999	0
Otip_III	4200000	4209999	0
Otip_III	4210000	4219999	1
Otip_III	4220000	4229999	1
Otip_III	4230000	4239999	0
Otip_III	4240000	4249999	2
Otip_III	4250000	4259999	0
Otip_III	4260000	4269999	3
Otip_III	4270000	4279999	4
Otip_III	4280000	4289999	0
Otip_III	4290000	4299999	2
Otip_III	4300000	4309999	1
Otip_III	4310000	4319999	1
Otip_III	4320000	4329999	2
Otip_III	4330000	4339999	1
Otip_III	4340000	4349999	0
Otip_III	4350000	4359999	3
Otip_III	4360000	4369999	3
Otip_III	4370000	4379999	1
Otip_III	4380000	4389999	2
Otip_III	4390000	4399999	0
Otip_III	4400000	4409999	2
Otip_III	4410000	4419999	2
Otip_III	4420000	4429999	2
Otip_III	4430000	4439999	1
Otip_III	4440000	4449999	0
Otip_III	4450000	4459999	4
Otip_III	4460000	4469999	3
Otip_III	4470000	4479999	2
Otip_III	4480000	4489999	0
Otip_III	4490000	4499999	2
Otip_III	4500000	4509999	1
Otip_III	4510000	4519999	4
Otip_III	4520000	4529999	0
Otip_III	4530000	4539999	3
Otip_III	4540000	4549999	1
Otip_III	4550000	4559999	2
Otip_III	4560000	4569999	1
Otip_III	4570000	4579999	0
Otip_III	4580000	4589999	0
Otip_III	4590000	4599999	2
Otip_III	4600000	4609999	0
Otip_III	4610000	4619999	2
Otip_III	4620000	4629999	0
Otip_III	4630000	4639999	4
Otip_III	4640000	4649999	0
Otip_III	4650000	4659999	0
Otip_III	4660000	4669999	1
Otip_III	4670000	4679999	0
Otip_III	4680000	4689999	1
Otip_III	4690000	4699999	1
Otip_III	4700000	4709999	0
Otip_III	4710000	4719999	2
Otip_III	4720000	4729999	4
Otip_III	4730000	4739999	2
Otip_III	4740000	4749999	1
Otip_III	4750000	4759999	3
Otip_III	4760000	4769999	1
Otip_III	4770000	4779999	4
Otip_III	4780000	4789999	4
Otip_III	4790000	4799999	1
Otip_III	4800000	4809999	0
Otip_III	4810000	4819999	4
Otip_III	4820000	4829999	0
Otip_III	4830000	4839999	0
Otip_III	4840000	4849999	0
Otip_III	4850000	4859999	3
Otip_III	4860000	4869999	1
Otip_III	4870000	4879999	0
Otip_III	4880000	4889999	1
Otip_III	4890000	4899999	3
Otip_III	4900000	4909999	2
Otip_III	4910000	4919999	2
Otip_III	4920000	4929999	2
Otip_III	4930000	4939999	4
Otip_III	4940000	4949999	2
Otip_III	4950000	4959999	3
Otip_III	4960000	4969999	1
Otip_III	4970000	4979999	1
Otip_III	4980000	4989999	3
Otip_III	4990000	4999999	0
Otip_III	5000000	5009999	1
Otip_III	5010000	5019999	1
Otip_III	5020000	5029999	1
Otip_III	5030000	5039999	0
Otip_III	5040000	5049999	3
Otip_III	5050000	5059999	0
Otip_III	5060000	5069999	0
Otip_III	5070000	5079999	1
Otip_III	5080000	5089999	2
Otip_III	5090000	5099999	1
Otip_III	5100000	5109999	2
Otip_III	5110000	5119999	0
Otip_III	5120000	5129999	1
Otip_III	5130000	5139999	2
Otip_III	5140000	5149999	3
Otip_III	5150000	5159999	0
Otip_III	5160000	5169999	2
Otip_III	5170000	5179999	1
Otip_III	5180000	5189999	2
Otip_III	5190000	5199999	1
Otip_III	5200000	5209999	3
Otip_III	5210000	5219999	1
Otip_III	5220000	5229999	1
Otip_III	5230000	5239999	2
Otip_III	5240000	5249999	2
Otip_III	5250000	5259999	0
Otip_III	5260000	5269999	2
Otip_III	5270000	5279999	1
Otip_III	5280000	5289999	1
Otip_III	5290000	5299999	0
Otip_III	5300000	5309999	0
Otip_III	5310000	5319999	3
Otip_III	5320000	5329999	2
Otip_III	5330000	5339999	1
Otip_III	5340000	5349999	1
Otip_III	5350000	5359999	6
Otip_III	5360000	5369999	0
Otip_III	5370000	5379999	3
Otip_III	5380000	5389999	1
Otip_III	5390000	5399999	3
Otip_III	5400000	5409999	0
Otip_III	5410000	5419999	1
Otip_III	5420000	5429999	3
Otip_III	5430000	5439999	2
Otip_III	5440000	5449999	1
Otip_III	5450000	5459999	5
Otip_III	5460000	5469999	3
Otip_III	5470000	5479999	2
Otip_III	5480000	5489999	3
Otip_III	5490000	5499999	3
Otip_III	5500000	5509999	1
Otip_III	5510000	5519999	4
Otip_III	5520000	5529999	0
Otip_III	5530000	5539999	0
Otip_III	5540000	5549999	2
Otip_III	5550000	5559999	3
Otip_III	5560000	5569999	3
Otip_III	5570000	5579999	1
Otip_III	5580000	5589999	0
Otip_III	5590000	5599999	1
Otip_III	5600000	5609999	2
Otip_III	5610000	5619999	3
Otip_III	5620000	5629999	3
Otip_III	5630000	5639999	1
Otip_III	5640000	5649999	5
Otip_III	5650000	5659999	5
Otip_III	5660000	5669999	3
Otip_III	5670000	5679999	3
Otip_III	5680000	5689999	1
Otip_III	5690000	5699999	1
Otip_III	5700000	5709999	0
Otip_III	5710000	5719999	2
Otip_III	5720000	5729999	0
Otip_III	5730000	5739999	3
Otip_III	5740000	5749999	2
Otip_III	5750000	5759999	1
Otip_III	5760000	5769999	4
Otip_III	5770000	5779999	1
Otip_III	5780000	5789999	3
Otip_III	5790000	5799999	5
Otip_III	5800000	5809999	2
Otip_III	5810000	5819999	1
Otip_III	5820000	5829999	2
Otip_III	5830000	5839999	2
Otip_III	5840000	5849999	2
Otip_III	5850000	5859999	1
Otip_III	5860000	5869999	2
Otip_III	5870000	5879999	0
Otip_III	5880000	5889999	2
Otip_III	5890000	5899999	0
Otip_III	5900000	5909999	4
Otip_III	5910000	5919999	2
Otip_III	5920000	5929999	2
Otip_III	5930000	5939999	1
Otip_III	5940000	5949999	2
Otip_III	5950000	5959999	1
Otip_III	5960000	5969999	2
Otip_III	5970000	5979999	1
Otip_III	5980000	5989999	1
Otip_III	5990000	5999999	3
Otip_III	6000000	6009999	0
Otip_III	6010000	6019999	3
Otip_III	6020000	6029999	2
Otip_III	6030000	6039999	0
Otip_III	6040000	6049999	2
Otip_III	6050000	6059999	0
Otip_III	6060000	6069999	1
Otip_III	6070000	6079999	2
Otip_III	6080000	6089999	2
Otip_III	6090000	6099999	2
Otip_III	6100000	6109999	0
Otip_III	6110000	6119999	3
Otip_III	6120000	6129999	1
Otip_III	6130000	6139999	2
Otip_III	6140000	6149999	1
Otip_III	6150000	6159999	1
Otip_III	6160000	6169999	2
Otip_III	6170000	6179999	5
Otip_III	6180000	6189999	1
Otip_III	6190000	6199999	0
Otip_III	6200000	6209999	2
Otip_III	6210000	6219999	2
Otip_III	6220000	6229999	0
Otip_III	6230000	6239999	0
Otip_III	6240000	6249999	2
Otip_III	6250000	6259999	2
Otip_III	6260000	6269999	3
Otip_III	6270000	6279999	1
Otip_III	6280000	6289999	1
Otip_III	6290000	6299999	1
Otip_III	6300000	6309999	2
Otip_III	6310000	6319999	4
Otip_III	6320000	6329999	0
Otip_III	6330000	6339999	2
Otip_III	6340000	6349999	0
Otip_III	6350000	6359999	1
Otip_III	6360000	6369999	1
Otip_III	6370000	6379999	4
Otip_III	6380000	6389999	2
Otip_III	6390000	6399999	0
Otip_III	6400000	6409999	2
Otip_III	6410000	6419999	0
Otip_III	6420000	6429999	0
Otip_III	6430000	6439999	2
Otip_III	6440000	6449999	3
Otip_III	6450000	6459999	1
Otip_III	6460000	6469999	3
Otip_III	6470000	6479999	1
Otip_III	6480000	6489999	2
Otip_III	6490000	6499999	1
Otip_III	6500000	6509999	1
Otip_III	6510000	6519999	1
Otip_III	6520000	6529999	1
Otip_III	6530000	6539999	3
Otip_III	6540000	6549999	3
Otip_III	6550000	6559999	2
Otip_III	6560000	6569999	2
Otip_III	6570000	6579999	3
Otip_III	6580000	6589999	2
Otip_III	6590000	6599999	2
Otip_III	6600000	6609999	0
Otip_III	6610000	6619999	0
Otip_III	6620000	6629999	1
Otip_III	6630000	6639999	1
Otip_III	6640000	6649999	2
Otip_III	6650000	6659999	5
Otip_III	6660000	6669999	0
Otip_III	6670000	6679999	3
Otip_III	6680000	6689999	2
Otip_III	6690000	6699999	0
Otip_III	6700000	6709999	0
Otip_III	6710000	6719999	2
Otip_III	6720000	6729999	4
Otip_III	6730000	6739999	3
Otip_III	6740000	6749999	0
Otip_III	6750000	6759999	4
Otip_III	6760000	6769999	0
Otip_III	6770000	6779999	3
Otip_III	6780000	6789999	2
Otip_III	6790000	6799999	2
Otip_III	6800000	6809999	1
Otip_III	6810000	6819999	5
Otip_III	6820000	6829999	1
Otip_III	6830000	6839999	2
Otip_III	6840000	6849999	0
Otip_III	6850000	6859999	6
Otip_III	6860000	6869999	2
Otip_III	6870000	6879999	0
Otip_III	6880000	6889999	3
Otip_III	6890000	6899999	3
Otip_III	6900000	6909999	4
Otip_III	6910000	6919999	5
Otip_III	6920000	6929999	3
Otip_III	6930000	6939999	4
Otip_III	6940000	6949999	1
Otip_III	6950000	6959999	1
Otip_III	6960000	6969999	1
Otip_III	6970000	6979999	6
Otip_III	6980000	6989999	2
Otip_III	6990000	6999999	3
Otip_III	7000000	7009999	4
Otip_III	7010000	7019999	2
Otip_III	7020000	7029999	2
Otip_III	7030000	7039999	0
Otip_III	7040000	7049999	5
Otip_III	7050000	7059999	1
Otip_III	7060000	7069999	2
Otip_III	7070000	7079999	0
Otip_III	7080000	7089999	4
Otip_III	7090000	7099999	3
Otip_III	7100000	7109999	1
Otip_III	7110000	7119999	2
Otip_III	7120000	7129999	1
Otip_III	7130000	7139999	3
Otip_III	7140000	7149999	1
Otip_III	7150000	7159999	4
Otip_III	7160000	7169999	1
Otip_III	7170000	7179999	3
Otip_III	7180000	7189999	0
Otip_III	7190000	7199999	1
Otip_III	7200000	7209999	0
Otip_III	7210000	7219999	2
Otip_III	7220000	7229999	2
Otip_III	7230000	7239999	4
Otip_III	7240000	7249999	3
Otip_III	7250000	7259999	2
Otip_III	7260000	7269999	2
Otip_III	7270000	7279999	4
Otip_III	7280000	7289999	1
Otip_III	7290000	7299999	2
Otip_III	7300000	7309999	1
Otip_III	7310000	7319999	3
Otip_III	7320000	7329999	1
Otip_III	7330000	7339999	2
Otip_III	7340000	7349999	1
Otip_III	7350000	7359999	2
Otip_III	7360000	7369999	2
Otip_III	7370000	7379999	2
Otip_III	7380000	7389999	1
Otip_III	7390000	7399999	2
Otip_III	7400000	7409999	1
Otip_III	7410000	7419999	2
Otip_III	7420000	7429999	2
Otip_III	7430000	7439999	6
Otip_III	7440000	7449999	2
Otip_III	7450000	7459999	3
Otip_III	7460000	7469999	1
Otip_III	7470000	7479999	5
Otip_III	7480000	7489999	2
Otip_III	7490000	7499999	3
Otip_III	7500000	7509999	1
Otip_III	7510000	7519999	2
Otip_III	7520000	7529999	2
Otip_III	7530000	7539999	4
Otip_III	7540000	7549999	3
Otip_III	7550000	7559999	2
Otip_III	7560000	7569999	1
Otip_III	7570000	7579999	3
Otip_III	7580000	7589999	1
Otip_III	7590000	7599999	1
Otip_III	7600000	7609999	2
Otip_III	7610000	7619999	0
Otip_III	7620000	7629999	2
Otip_III	7630000	7639999	4
Otip_III	7640000	7649999	3
Otip_III	7650000	7659999	6
Otip_III	7660000	7669999	2
Otip_III	7670000	7679999	0
Otip_III	7680000	7689999	1
Otip_III	7690000	7699999	1
Otip_III	7700000	7709999	2
Otip_III	7710000	7719999	1
Otip_III	7720000	7729999	1
Otip_III	7730000	7739999	1
Otip_III	7740000	7749999	2
Otip_III	7750000	7759999	5
Otip_III	7760000	7769999	5
Otip_III	7770000	7779999	4
Otip_III	7780000	7789999	2
Otip_III	7790000	7799999	1
Otip_III	7800000	7809999	2
Otip_III	7810000	7819999	1
Otip_III	7820000	7829999	5
Otip_III	7830000	7839999	2
Otip_III	7840000	7849999	2
Otip_III	7850000	7859999	1
Otip_III	7860000	7869999	2
Otip_III	7870000	7879999	1
Otip_III	7880000	7889999	2
Otip_III	7890000	7899999	2
Otip_III	7900000	7909999	0
Otip_III	7910000	7919999	7
Otip_III	7920000	7929999	2
Otip_III	7930000	7939999	1
Otip_III	7940000	7949999	1
Otip_III	7950000	7959999	1
Otip_III	7960000	7969999	4
Otip_III	7970000	7979999	3
Otip_III	7980000	7989999	1
Otip_III	7990000	7999999	1
Otip_III	8000000	8009999	1
Otip_III	8010000	8019999	3
Otip_III	8020000	8029999	5
Otip_III	8030000	8039999	2
Otip_III	8040000	8049999	2
Otip_III	8050000	8059999	2
Otip_III	8060000	8069999	3
Otip_III	8070000	8079999	4
Otip_III	8080000	8089999	1
Otip_III	8090000	8099999	4
Otip_III	8100000	8109999	2
Otip_III	8110000	8119999	1
Otip_III	8120000	8129999	3
Otip_III	8130000	8139999	5
Otip_III	8140000	8149999	2
Otip_III	8150000	8159999	2
Otip_III	8160000	8169999	2
Otip_III	8170000	8179999	0
Otip_III	8180000	8189999	2
Otip_III	8190000	8199999	0
Otip_III	8200000	8209999	1
Otip_III	8210000	8219999	2
Otip_III	8220000	8229999	3
Otip_III	8230000	8239999	1
Otip_III	8240000	8249999	4
Otip_III	8250000	8259999	4
Otip_III	8260000	8269999	1
Otip_III	8270000	8279999	1
Otip_III	8280000	8289999	2
Otip_III	8290000	8299999	2
Otip_III	8300000	8309999	1
Otip_III	8310000	8319999	2
Otip_III	8320000	8329999	2
Otip_III	8330000	8339999	2
Otip_III	8340000	8349999	0
Otip_III	8350000	8359999	3
Otip_III	8360000	8369999	3
Otip_III	8370000	8379999	1
Otip_III	8380000	8389999	2
Otip_III	8390000	8399999	1
Otip_III	8400000	8409999	2
Otip_III	8410000	8419999	3
Otip_III	8420000	8429999	3
Otip_III	8430000	8439999	2
Otip_III	8440000	8449999	1
Otip_III	8450000	8459999	5
Otip_III	8460000	8469999	1
Otip_III	8470000	8479999	3
Otip_III	8480000	8489999	6
Otip_III	8490000	8499999	1
Otip_III	8500000	8509999	8
Otip_III	8510000	8519999	2
Otip_III	8520000	8529999	1
Otip_III	8530000	8539999	0
Otip_III	8540000	8549999	2
Otip_III	8550000	8559999	1
Otip_III	8560000	8569999	2
Otip_III	8570000	8579999	1
Otip_III	8580000	8589999	1
Otip_III	8590000	8599999	4
Otip_III	8600000	8609999	5
Otip_III	8610000	8619999	5
Otip_III	8620000	8629999	1
Otip_III	8630000	8639999	4
Otip_III	8640000	8649999	3
Otip_III	8650000	8659999	3
Otip_III	8660000	8669999	1
Otip_III	8670000	8679999	4
Otip_III	8680000	8689999	2
Otip_III	8690000	8699999	1
Otip_III	8700000	8709999	2
Otip_III	8710000	8719999	1
Otip_III	8720000	8729999	3
Otip_III	8730000	8739999	2
Otip_III	8740000	8749999	2
Otip_III	8750000	8759999	4
Otip_III	8760000	8769999	7
Otip_III	8770000	8779999	2
Otip_III	8780000	8789999	2
Otip_III	8790000	8799999	3
Otip_III	8800000	8809999	3
Otip_III	8810000	8819999	1
Otip_III	8820000	8829999	3
Otip_III	8830000	8839999	4
Otip_III	8840000	8849999	1
